"","symbol","tair","top_spear_cor"
"AT5G45472","None","AT5G45472",0.0476617490518343
"AT1G22850","None","AT1G22850",0.0476553512528866
"AT5G65740","None","AT5G65740",0.0476509188083912
"AT4G16830","ATRGGA","AT4G16830",0.0476464919263658
"AT1G69200","FLN2","AT1G69200",0.0476415766495682
"AT5G42310","CRP1","AT5G42310",0.0476415766495682
"AT4G31310","None","AT4G31310",0.0476396745686911
"AT3G53130","LUT1","AT3G53130",0.047631265417407
"AT1G33040","NACA5","AT1G33040",0.0475997607176338
"AT3G45850","None","AT3G45850",0.0475732779312223
"AT4G04955","ATALN","AT4G04955",0.0475200374519861
"AT3G62560","None","AT3G62560",0.0475039239029469
"AT2G26930","PDE277","AT2G26930",0.0474982141481446
"AT1G18410","None","AT1G18410",0.0474758913572429
"AT2G15310","ATARFB1A","AT2G15310",0.0474758913572429
"AT2G24580","None","AT2G24580",0.0474758913572429
"AT5G43330","C-NAD-MDH2","AT5G43330",0.0474758913572429
"AT3G54200","None","AT3G54200",0.0474633300612007
"AT2G26000","BRIZ2","AT2G26000",0.0474416345728179
"AT2G19170","SLP3","AT2G19170",0.0474096982367347
"AT2G47440","None","AT2G47440",0.0473618952906257
"AT5G23670","LCB2","AT5G23670",0.0473393956462974
"AT1G80300","NTT1","AT1G80300",0.0473379274939558
"AT4G15550","IAGLU","AT4G15550",0.0473345118717057
"AT5G62770","None","AT5G62770",0.0473345118717057
"AT3G23530","None","AT3G23530",0.0473259132799841
"AT3G46200","NUDX9","AT3G46200",0.0473209689788053
"AT2G27790","None","AT2G27790",0.0472747475968767
"AT4G10843","None","AT4G10843",0.0472708176654252
"AT1G01715","None","AT1G01715",0.0472495576526244
"AT2G31380","STH","AT2G31380",0.0472409262517464
"AT3G18900","None","AT3G18900",0.0472409262517464
"AT5G12980","NOT9B","AT5G12980",0.0472384060118035
"AT1G31940","None","AT1G31940",0.0471995116326152
"AT5G02460","PEAR2","AT5G02460",0.0471946873114184
"AT3G54030","BSK6","AT3G54030",0.0471624401921924
"AT5G23510","None","AT5G23510",0.0471624401921924
"AT1G34470","ENOR3L5","AT1G34470",0.0471528223700904
"AT3G42950","None","AT3G42950",0.0471417709269372
"AT5G47190","PRPL19","AT5G47190",0.0470882561528893
"AT2G35260","None","AT2G35260",0.0470237415918023
"AT2G12170","None","AT2G12170",0.0470176589268754
"AT1G26470","SNS1","AT1G26470",0.0470171169551541
"AT1G08457","None","AT1G08457",0.0470127033951687
"AT3G01120","MTO1","AT3G01120",0.0470042564111644
"AT1G75660","XRN3","AT1G75660",0.0469914759928013
"AT2G05940","RIPK","AT2G05940",0.0469855658724005
"AT3G03780","MS2","AT3G03780",0.0469855658724005
"AT5G63780","SHA1","AT5G63780",0.0469855658724005
"AT4G30580","LPAT1","AT4G30580",0.0469790700680922
"AT5G51130","None","AT5G51130",0.0469574506486942
"AT3G12940","None","AT3G12940",0.0469441673128258
"AT3G00210","None","AT3G00210",0.0469240014421812
"AT1G32550","FDC2","AT1G32550",0.0469003370576117
"AT5G05460","ENGASE85A","AT5G05460",0.0469003370576117
"AT5G24460","None","AT5G24460",0.0469003370576117
"AT5G57970","None","AT5G57970",0.0469003370576117
"AT5G63040","None","AT5G63040",0.0469003370576117
"AT5G64010","None","AT5G64010",0.0469003370576117
"AT3G48425","APE1L","AT3G48425",0.0468775226439765
"AT5G03415","DPB","AT5G03415",0.046858228133412
"AT1G70610","TAP1","AT1G70610",0.0468489585893735
"AT3G52240","None","AT3G52240",0.0468489585893735
"AT3G61490","None","AT3G61490",0.0468489585893735
"AT5G09820","FBN5","AT5G09820",0.0468489585893735
"AT4G19070","None","AT4G19070",0.0468024822254156
"AT1G48040","None","AT1G48040",0.0467979171883088
"AT1G04620","HCAR","AT1G04620",0.0467910982298414
"AT1G13780","None","AT1G13780",0.0467853211935459
"AT1G06130","GLX2-4","AT1G06130",0.0467423802182044
"AT4G11920","FZR1","AT4G11920",0.046737641869785
"AT5G13730","SIGD","AT5G13730",0.046737641869785
"AT3G21755","None","AT3G21755",0.0467190055941766
"AT1G21790","None","AT1G21790",0.0466855867794046
"AT3G16330","None","AT3G16330",0.0466855867794046
"AT5G22794","None","AT5G22794",0.0466744625235279
"AT5G57830","None","AT5G57830",0.0466744625235279
"AT2G44525","None","AT2G44525",0.046622405558971
"AT1G76030","VAB1","AT1G76030",0.0465901526879443
"AT3G25870","None","AT3G25870",0.04658648471495
"AT3G51520","DGAT2","AT3G51520",0.0465715114687288
"AT2G42190","None","AT2G42190",0.046546892630675
"AT2G35410","None","AT2G35410",0.0465458219533107
"AT5G10830","None","AT5G10830",0.0465458219533107
"AT4G14100","None","AT4G14100",0.0465278744675239
"AT1G71760","None","AT1G71760",0.0465163719295629
"AT3G59950","None","AT3G59950",0.0465076380740628
"AT2G41950","None","AT2G41950",0.0464714497794674
"AT5G41210","GSTT1","AT5G41210",0.0464549236939201
"AT2G13690","None","AT2G13690",0.0464501747708469
"AT3G57760","ZRK6","AT3G57760",0.0464494414785419
"AT2G41670","SIN2","AT2G41670",0.0464144767868228
"AT5G63905","None","AT5G63905",0.0464106755913691
"AT5G64850","None","AT5G64850",0.0464106755913691
"AT1G16060","WRI3","AT1G16060",0.0463870759630608
"AT2G44490","PEN2","AT2G44490",0.0463870759630608
"AT5G16715","EMB2247","AT5G16715",0.0463775705842528
"AT5G24450","None","AT5G24450",0.0463622876573648
"AT2G38480","CASPL4B1","AT2G38480",0.046327581456494
"AT5G20880","None","AT5G20880",0.046327581456494
"AT2G19750","None","AT2G19750",0.0462971524115909
"AT1G27030","None","AT1G27030",0.0462947490287482
"AT3G16560","None","AT3G16560",0.0462747871521632
"AT4G29220","PFK1","AT4G29220",0.0462626214523061
"AT4G27960","UBC9","AT4G27960",0.0462562097934798
"AT4G30810","SCPL29","AT4G30810",0.0462562097934798
"AT1G22360","UGT85A2","AT1G22360",0.0462488511284242
"AT1G52880","NARS2","AT1G52880",0.0462488511284242
"AT1G75125","None","AT1G75125",0.0462488511284242
"AT1G49750","None","AT1G49750",0.0462411515118205
"AT5G09225","None","AT5G09225",0.0462408105490259
"AT2G02148","None","AT2G02148",0.0462337646827363
"AT4G30710","QWRF8","AT4G30710",0.0462251308145274
"AT5G04870","CPK1","AT5G04870",0.0462251308145274
"AT2G11000","MAK10","AT2G11000",0.0461815220795825
"AT5G12250","TUB6","AT5G12250",0.046145946719804
"AT1G53030","None","AT1G53030",0.0461424303071849
"AT3G07470","None","AT3G07470",0.0461424303071849
"AT4G05120","FUR1","AT4G05120",0.0461424303071849
"AT4G37260","MYB73","AT4G37260",0.0461115939243575
"AT5G14320","EMB3137","AT5G14320",0.0461100634187946
"AT1G76020","None","AT1G76020",0.046079742590789
"AT3G47640","PYE","AT3G47640",0.046079742590789
"AT2G26810","None","AT2G26810",0.046064558730309
"AT2G30250","WRKY25","AT2G30250",0.0460595909131916
"AT3G27690","LHCB2.4","AT3G27690",0.0460595909131916
"AT5G65570","None","AT5G65570",0.0460595909131916
"AT5G42350","CFK1","AT5G42350",0.0460518489935425
"AT1G52540","None","AT1G52540",0.0460307927257394
"AT5G44090","None","AT5G44090",0.0460254479764942
"AT2G46550","None","AT2G46550",0.045981642949301
"AT5G06700","TBR","AT5G06700",0.045981642949301
"AT1G71190","SAG18","AT1G71190",0.0459583015005518
"AT2G31680","RABA5D","AT2G31680",0.0459568347681502
"AT1G11410","None","AT1G11410",0.0459270366570135
"AT3G21351","None","AT3G21351",0.0459270366570135
"AT3G24360","None","AT3G24360",0.0459270366570135
"AT5G18180","None","AT5G18180",0.0459270366570135
"AT5G60880","BASL","AT5G60880",0.0459270366570135
"AT3G58170","BS14A","AT3G58170",0.0459196993802926
"AT3G15420","None","AT3G15420",0.0458832443994905
"AT1G20780","SAUL1","AT1G20780",0.0458724840090608
"AT5G40140","PUB40","AT5G40140",0.0458724840090608
"AT3G46970","PHS2","AT3G46970",0.0458433363057925
"AT2G20930","TTRAPPC2(L)","AT2G20930",0.045838133094067
"AT1G49710","FUT12","AT1G49710",0.0458301068619495
"AT1G15950","IRX4","AT1G15950",0.0458300397490986
"AT1G65470","NFB2","AT1G65470",0.0458016563262423
"AT2G41980","SINAT1","AT2G41980",0.0457855632446414
"AT1G44446","CH1","AT1G44446",0.0457708766688811
"AT5G17210","None","AT5G17210",0.0457708766688811
"AT5G67510","None","AT5G67510",0.0457527140810242
"AT1G69160","BGL1","AT1G69160",0.0457500623564111
"AT1G74880","NDHO","AT1G74880",0.0457487783005403
"AT1G43620","UGT80B1","AT1G43620",0.0457439418066112
"AT3G14130","HAOX1","AT3G14130",0.0457439418066112
"AT3G43430","None","AT3G43430",0.0457347434367352
"AT5G59130","None","AT5G59130",0.0457347434367352
"AT1G11430","RIP9","AT1G11430",0.0457245529832474
"AT3G56150","TIF3C1","AT3G56150",0.0457176705104569
"AT3G10360","PUM4","AT3G10360",0.0457175731776885
"AT4G02760","None","AT4G02760",0.0457175731776885
"AT2G40435","None","AT2G40435",0.0456966371901586
"AT2G44940","ERF34","AT2G44940",0.0456966371901586
"AT5G56550","OXS3","AT5G56550",0.0456966371901586
"AT4G36150","None","AT4G36150",0.045690308091913
"AT5G62200","ATS3B","AT5G62200",0.0456891503326086
"AT2G43150","None","AT2G43150",0.0456643281026187
"AT4G34340","TAF8","AT4G34340",0.0456643281026187
"AT5G08120","MPB2C","AT5G08120",0.045641297958861
"AT2G45030","None","AT2G45030",0.0456303997990953
"AT1G49870","None","AT1G49870",0.0455770732893823
"AT2G27610","None","AT2G27610",0.0455733171620215
"AT4G00690","ULP1B","AT4G00690",0.0455733171620215
"AT5G62650","None","AT5G62650",0.0455733171620215
"AT5G19910","MED31","AT5G19910",0.0455512130376107
"AT4G38932","None","AT4G38932",0.0455117581437723
"AT1G08283","None","AT1G08283",0.0455076360636368
"AT2G44745","WRKY12","AT2G44745",0.0455076360636368
"AT3G26800","None","AT3G26800",0.0455076360636368
"AT5G41750","None","AT5G41750",0.0455076360636368
"AT4G00500","None","AT4G00500",0.0454890133158144
"AT3G51780","BAG4","AT3G51780",0.0454856819132127
"AT3G56460","None","AT3G56460",0.0454847948053625
"AT3G53390","None","AT3G53390",0.0454799023916556
"AT3G26580","None","AT3G26580",0.0454573026956053
"AT5G47540","None","AT5G47540",0.04544757243948
"AT1G59670","GSTU15","AT1G59670",0.0454441863603655
"AT4G32430","GRS1","AT4G32430",0.0454359119526827
"AT5G47780","GAUT4","AT5G47780",0.0454192822704711
"AT2G18350","ZHD6","AT2G18350",0.0453735056881156
"AT2G01630","None","AT2G01630",0.0453522444260609
"AT1G12240","VI2","AT1G12240",0.0453456885717468
"AT3G17420","GPK1","AT3G17420",0.0453385884314128
"AT4G38180","FRS5","AT4G38180",0.0453385884314128
"AT1G64185","GLXI-LIKE;5","AT1G64185",0.0453385114901952
"AT4G35230","BSK1","AT4G35230",0.0453239873348982
"AT3G11290","None","AT3G11290",0.0453149162972635
"AT5G18360","None","AT5G18360",0.0453107682331734
"AT3G09230","SRM1","AT3G09230",0.0453000608808933
"AT5G38420","RBCS2B","AT5G38420",0.0453000608808933
"AT1G75100","JAC1","AT1G75100",0.0452913947041616
"AT1G14010","None","AT1G14010",0.0452867553906581
"AT1G71080","None","AT1G71080",0.0452867553906581
"AT1G20816","None","AT1G20816",0.0452850441933211
"AT2G41180","SIB2","AT2G41180",0.0452850441933211
"AT4G25620","None","AT4G25620",0.0452850441933211
"AT5G05850","PIRL1","AT5G05850",0.0452850441933211
"AT4G14420","None","AT4G14420",0.045256502133155
"AT1G21640","NADK2","AT1G21640",0.045204857036432
"AT4G37432","None","AT4G37432",0.0452029611087275
"AT5G66820","None","AT5G66820",0.0451855501457001
"AT3G01150","PTB1","AT3G01150",0.0451663963286099
"AT1G18840","IQD30","AT1G18840",0.0451630606084775
"AT4G04330","RBCX1","AT4G04330",0.0451496413636952
"AT4G14340","CKL11","AT4G14340",0.04514088735101
"AT1G33480","None","AT1G33480",0.0451401550904235
"AT2G47850","None","AT2G47850",0.0451163275070077
"AT5G47890","None","AT5G47890",0.0450384304307052
"AT3G09060","None","AT3G09060",0.045033346745323
"AT5G06410","HSCB","AT5G06410",0.045033346745323
"AT5G60710","None","AT5G60710",0.0450132921837193
"AT1G07470","None","AT1G07470",0.0449763290278837
"AT3G24530","None","AT3G24530",0.0449763290278837
"AT1G33350","None","AT1G33350",0.0449640118746941
"AT1G21660","AUXILIN-LIKE3","AT1G21660",0.0449538554886179
"AT1G48370","YSL8","AT1G48370",0.0449538554886179
"AT1G31160","HINT","AT1G31160",0.0449406900322841
"AT3G04580","EIN4","AT3G04580",0.0449388442637559
"AT2G21430","None","AT2G21430",0.0449175748880627
"AT2G37390","NAKR2","AT2G37390",0.0449175748880627
"AT3G26290","CYP71B26","AT3G26290",0.0448233343703836
"AT4G34610","BLH6","AT4G34610",0.0448149869179044
"AT1G30380","PSAK","AT1G30380",0.0448066678625461
"AT4G05010","FBS3","AT4G05010",0.0447889307554489
"AT5G61310","None","AT5G61310",0.0447701853434019
"AT5G35680","None","AT5G35680",0.0447313381206675
"AT4G22930","PYR4","AT4G22930",0.0447168660212289
"AT1G32530","None","AT1G32530",0.0447072901943469
"AT5G61970","None","AT5G61970",0.0447041627525892
"AT1G70150","None","AT1G70150",0.0446963708138991
"AT4G00335","RHB1A","AT4G00335",0.0446963708138991
"AT3G51330","None","AT3G51330",0.0446941164914636
"AT1G16340","ATKSDA","AT1G16340",0.0446913274338051
"AT1G17510","None","AT1G17510",0.0446890473785994
"AT2G41835","None","AT2G41835",0.0446686368688623
"AT5G14780","FDH","AT5G14780",0.0446686368688623
"AT4G08330","None","AT4G08330",0.0446445311934964
"AT3G56630","CYP94D2","AT3G56630",0.0446365255231959
"AT5G13770","None","AT5G13770",0.0446365255231959
"AT1G76040","CPK29","AT1G76040",0.0446332208968525
"AT1G55000","None","AT1G55000",0.0446328276602294
"AT4G14905","None","AT4G14905",0.0446185705095882
"AT2G30150","None","AT2G30150",0.0445361933125081
"AT4G35270","NLP2","AT4G35270",0.0445361933125081
"AT1G23880","None","AT1G23880",0.0445225457081361
"AT5G47080","CKB1","AT5G47080",0.0445190121853842
"AT1G55370","NDF5","AT1G55370",0.0444846528441923
"AT2G15760","None","AT2G15760",0.0444679930756661
"AT2G19460","None","AT2G19460",0.0444679930756661
"AT2G24030","None","AT2G24030",0.0444679930756661
"AT5G03170","FLA11","AT5G03170",0.0444679930756661
"AT3G59600","NRPE8B","AT3G59600",0.044460035554504
"AT5G26749","None","AT5G26749",0.0444593882979999
"AT4G36890","IRX14","AT4G36890",0.0444579031275603
"AT1G19450","None","AT1G19450",0.0444574451739295
"AT1G23060","MDP40","AT1G23060",0.0444574451739295
"AT1G45201","TLL1","AT1G45201",0.0444574451739295
"AT3G22850","None","AT3G22850",0.0444126587638438
"AT1G03106","None","AT1G03106",0.0444090316857742
"AT5G46870","BPL5","AT5G46870",0.0444090316857742
"AT5G63030","GRXC1","AT5G63030",0.0444090316857742
"AT1G20890","None","AT1G20890",0.0444089084314105
"AT5G60570","None","AT5G60570",0.0443921808134738
"AT1G02810","None","AT1G02810",0.0443716077363984
"AT4G18780","LEW2","AT4G18780",0.0443716077363984
"AT2G14720","VSR4","AT2G14720",0.0443189087504494
"AT3G11030","TBL32","AT3G11030",0.0443164504393534
"AT1G05350","None","AT1G05350",0.0443010633685897
"AT3G59570","None","AT3G59570",0.0442435548544454
"AT5G05170","MRE1","AT5G05170",0.044232577640223
"AT1G68670","NIGT1.2","AT1G68670",0.0442300884454764
"AT3G52390","None","AT3G52390",0.0442300884454764
"AT4G35880","None","AT4G35880",0.0442170133846962
"AT1G49830","None","AT1G49830",0.0442152117918645
"AT2G27220","BLH5","AT2G27220",0.0442152117918645
"AT2G43620","None","AT2G43620",0.0442152117918645
"AT3G01440","PQL2","AT3G01440",0.0442152117918645
"AT3G54600","DJ1F","AT3G54600",0.0442152117918645
"AT1G80940","None","AT1G80940",0.0442097852238753
"AT2G44500","None","AT2G44500",0.044200263674457
"AT5G41170","None","AT5G41170",0.0442000096359774
"AT5G08560","WDS1","AT5G08560",0.0441805971592842
"AT2G21960","None","AT2G21960",0.0441788384093925
"AT5G09740","HAM2","AT5G09740",0.0441785579229559
"AT1G08180","SMR2","AT1G08180",0.0441528668520177
"AT4G36660","None","AT4G36660",0.0441482393272997
"AT1G52630","None","AT1G52630",0.0441130011066496
"AT3G23790","AAE16","AT3G23790",0.0441045370802269
"AT1G63250","None","AT1G63250",0.0441002305764605
"AT5G20220","None","AT5G20220",0.0441002305764605
"AT2G24230","None","AT2G24230",0.0440916500449158
"AT4G05380","None","AT4G05380",0.0440916500449158
"AT5G56600","PRF3","AT5G56600",0.0440916500449158
"AT1G08350","None","AT1G08350",0.0440807150691535
"AT2G32730","None","AT2G32730",0.0440338549049698
"AT1G61140","FRG4","AT1G61140",0.0440282669951951
"AT3G10810","None","AT3G10810",0.0440253944151263
"AT2G40150","TBL28","AT2G40150",0.043993340343206
"AT5G61910","None","AT5G61910",0.0439889636908403
"AT1G79470","None","AT1G79470",0.0439555661658073
"AT4G09840","None","AT4G09840",0.0439260493798005
"AT1G05385","PSB27-H1","AT1G05385",0.0439247421125204
"AT3G11780","None","AT3G11780",0.0439247421125204
"AT4G23920","UGE2","AT4G23920",0.0439247421125204
"AT5G53760","MLO11","AT5G53760",0.0438974225853403
"AT2G02380","GSTZ2","AT2G02380",0.0438930439920976
"AT3G44670","DM2H","AT3G44670",0.0438827350535845
"AT1G69690","TCP15","AT1G69690",0.0438797993701208
"AT3G59640","PSS1","AT3G59640",0.0438470084875723
"AT4G31080","LNPA","AT4G31080",0.0438207124561781
"AT3G14810","MSL5","AT3G14810",0.0438031977021748
"AT4G19140","None","AT4G19140",0.0437492409977335
"AT1G11700","None","AT1G11700",0.0437187046972001
"AT1G30110","NUDX25","AT1G30110",0.0437187046972001
"AT3G60130","BGLU16","AT3G60130",0.0437187046972001
"AT1G18193","None","AT1G18193",0.0436928143329325
"AT5G54180","PTAC15","AT5G54180",0.0436415493873072
"AT2G22600","None","AT2G22600",0.043596147808576
"AT3G01845","None","AT3G01845",0.043596147808576
"AT4G08455","None","AT4G08455",0.043596147808576
"AT5G58150","None","AT5G58150",0.043596147808576
"AT4G15430","None","AT4G15430",0.0435872832791803
"AT1G18440","None","AT1G18440",0.0435574148770999
"AT2G19860","HXK2","AT2G19860",0.0435574148770999
"AT2G27400","None","AT2G27400",0.0435539787064493
"AT2G32080","PUR","AT2G32080",0.0435539787064493
"AT2G35810","None","AT2G35810",0.0435539787064493
"AT4G16800","None","AT4G16800",0.0435539787064493
"AT3G22520","None","AT3G22520",0.0435535672501544
"AT3G17790","PAP17","AT3G17790",0.0435383587660601
"AT5G06830","None","AT5G06830",0.0435243375158988
"AT1G65560","None","AT1G65560",0.0435079858468455
"AT2G30410","TFCA","AT2G30410",0.0435079858468455
"AT4G02725","None","AT4G02725",0.0434874802678155
"AT3G52760","None","AT3G52760",0.0434510154081079
"AT3G27870","None","AT3G27870",0.0434355410028604
"AT1G79200","SCI1","AT1G79200",0.0434182568712445
"AT4G21215","None","AT4G21215",0.0434182568712445
"AT5G03040","IQD2","AT5G03040",0.0434174797664753
"AT4G32640","None","AT4G32640",0.0433820333155388
"AT1G35720","OXY5","AT1G35720",0.0433786645789864
"AT1G73860","None","AT1G73860",0.0433786645789864
"AT3G47700","MAG2","AT3G47700",0.0433738804630661
"AT1G02350","None","AT1G02350",0.043367706570674
"AT5G15600","SP1L4","AT5G15600",0.043367706570674
"AT1G09045","None","AT1G09045",0.0433524774763588
"AT1G54330","NAC020","AT1G54330",0.0433524774763588
"AT2G14800","None","AT2G14800",0.0433524774763588
"AT4G01895","None","AT4G01895",0.0433524774763588
"AT4G22758","None","AT4G22758",0.0433524774763588
"AT5G04980","None","AT5G04980",0.0433524774763588
"AT5G08565","SPT4-1","AT5G08565",0.0433524774763588
"AT5G66607","None","AT5G66607",0.0433524774763588
"AT5G50230","ATG16","AT5G50230",0.0433509508091511
"AT3G24770","CLE41","AT3G24770",0.0433409347693257
"AT3G07980","MAPKKK6","AT3G07980",0.0433268833951467
"AT5G24300","SS1","AT5G24300",0.0433268833951467
"AT5G27240","None","AT5G27240",0.04332396793739
"AT1G01970","None","AT1G01970",0.043309415844074
"AT1G12640","LPLAT1","AT1G12640",0.043309415844074
"AT3G48187","None","AT3G48187",0.043309415844074
"AT5G37050","None","AT5G37050",0.043309415844074
"AT5G56520","None","AT5G56520",0.043309415844074
"AT4G07390","None","AT4G07390",0.0432928430781959
"AT5G57015","CKL12","AT5G57015",0.0432602856624492
"AT4G12000","None","AT4G12000",0.0432542616093196
"AT1G76700","None","AT1G76700",0.0432360281727396
"AT1G72070","None","AT1G72070",0.0431667120272977
"AT3G47080","None","AT3G47080",0.0431667120272977
"AT4G12980","None","AT4G12980",0.0431317300512642
"AT3G24570","None","AT3G24570",0.0431145649799597
"AT1G80130","None","AT1G80130",0.0431120479255768
"AT2G33255","None","AT2G33255",0.0430912779295797
"AT1G21070","URGT2","AT1G21070",0.0430845697177428
"AT5G55450","ATLTP4.4","AT5G55450",0.0430845697177428
"AT5G52980","None","AT5G52980",0.0430525879754673
"AT3G01650","RGLG1","AT3G01650",0.0430308677902237
"AT3G09250","None","AT3G09250",0.0429778916556626
"AT3G55380","UBC14","AT3G55380",0.0429668383747347
"AT5G48220","None","AT5G48220",0.0429447555114779
"AT2G35040","None","AT2G35040",0.0427765822115901
