"","cluster_1","cluster_4","cluster_0","cluster_5","cluster_3","cluster_8","cluster_12","cluster_7","cluster_6","cluster_2","cluster_11","cluster_10","cluster_9"
"123",0.153456494831205,0.108427483040435,0.234089741147811,0.0703193424403978,0.110660683900091,0.03161249671868,0.00897627890380441,0.0522964293704824,0.0327969643662962,0.115862617140507,0.0301004785144608,0.0352769813073586,0.0161170795589675
"124",0.176257720781141,0.131438750294883,0.191864851134615,0.0769930368638304,0.121168857707432,0.0350733157585748,0.0101980609570507,0.0371774325999743,0.0407047085607222,0.105355567092365,0.0273187805031279,0.0324843542334753,0.0139502099249262
"125",0.233264055735885,0.116799048025098,0.16888414437284,0.077031598802521,0.102228921319548,0.0397674746112343,0.0142323837337817,0.0264935963862093,0.0455175258702627,0.113490315458279,0.020783493494497,0.0262420616728603,0.0152519269648133
"126",0.172930212058504,0.130042816626416,0.195400058012638,0.0752266537131019,0.12105994647291,0.0332178103543358,0.0101661790526569,0.037590053335809,0.040232273965914,0.106743704393095,0.0289213313807946,0.0345953157329706,0.0138744430123482
"127",0.171729488806885,0.119694157479417,0.206918831519517,0.0743190910639472,0.118458927959637,0.0325894324203186,0.0100758013675216,0.0379749689803602,0.0388546252717981,0.107503495824117,0.0318109438311856,0.0349746958119294,0.0150935587220684
"128",0.14634461089126,0.101030807179418,0.268378944402318,0.0666631577401664,0.0982144046739102,0.0393696275031194,0.0148938087933642,0.035540370943194,0.0338486501657581,0.114719985798973,0.0272256197707325,0.0320426241135292,0.0217339097626076
"129",0.173358874890022,0.129768294849605,0.194968862405788,0.0752177534540946,0.121127830998085,0.0332455791064965,0.010142170136462,0.0376818670555943,0.0400723635319439,0.107123034246062,0.0289452224737817,0.0345170614755967,0.0138170758076586
"130",0.189130795766251,0.118251258478647,0.198731896038936,0.0745121265414864,0.106739315550533,0.0368792914668308,0.0137519283354753,0.0364787847913277,0.0388026225708716,0.116172447806036,0.0255725924801616,0.0285020907504417,0.0164685744313931
"131",0.174814983802647,0.132897971020319,0.192711302164783,0.0773485337486874,0.120814817537381,0.0349761279850049,0.010331261374128,0.0368486589846702,0.0414500092020809,0.103900484707661,0.0270977532420433,0.0326934117222133,0.014116575190597
"132",0.173929408818521,0.133982626399369,0.193121558265585,0.0776359412956041,0.1205354283095,0.0349107651422308,0.010432332935498,0.0366212066359337,0.041975689322601,0.102912985760077,0.0269141248808767,0.0328292085685162,0.0142204426808258
"133",0.233185687688666,0.116915051005396,0.168854715543778,0.0770768598286923,0.102228905608229,0.0397768531457195,0.0142404592303239,0.0264842302150981,0.0455815026373452,0.11343986960135,0.0207582660699085,0.0262166879022698,0.0152465349620493
"134",0.233899366377592,0.116248510074629,0.168745430688913,0.0768745164184165,0.102355266746176,0.0397928394422606,0.0141763969323607,0.0265601352998691,0.0452315853798219,0.113707346296609,0.0208819633605998,0.0263084809756773,0.0152345442702454
"135",0.143847698538878,0.100590338181008,0.26747468172947,0.0657902538891463,0.100771360018221,0.0332017835512436,0.0102686538475813,0.0509347948862625,0.0285140461399369,0.115034489207278,0.0307433901594322,0.0355443488304708,0.0172977484990585
"136",0.174438242232705,0.133323643275595,0.192895050903014,0.0774520145443669,0.12070332266648,0.0349467170798104,0.0103711223209603,0.0367543065963106,0.0416575882766572,0.103510636520474,0.0270298893057918,0.0327493104875862,0.0141617820143822
"137",0.161488806404404,0.124468463074567,0.207602787836921,0.0741938671425628,0.115068955049137,0.0327213543789081,0.00964440937026566,0.0499830892573917,0.037099012120376,0.114452913047613,0.0277193871548183,0.0320544876985758,0.0134976907374795
"138",0.234865807346598,0.115440375399475,0.16855512140128,0.0766427976988939,0.102477789169578,0.0398209927466757,0.0140992612145433,0.0266439700282691,0.0448067687229522,0.114021150472651,0.0210178442739161,0.0264096754302902,0.015213329838893
"139",0.234390562885925,0.115828801746483,0.16866310571115,0.0767533916641996,0.10242050151571,0.0398023046569843,0.0141352129894569,0.026601332257559,0.0450091126229373,0.113860455871209,0.020959305164193,0.0263592035053743,0.0152267919290671
"140",0.17946248594779,0.128870042914654,0.189573133121431,0.0764607069777005,0.121787749393067,0.0352608775095671,0.00995858158849582,0.0378510045156428,0.0393217738427318,0.108193058637377,0.0276155339896968,0.0320358550657396,0.0135881358889527
"141",0.179024854292299,0.126113448702703,0.189967008551755,0.0750856511679691,0.121658882247508,0.03348931121292,0.00983207682323793,0.0388997021220503,0.0381117424667163,0.111829316123736,0.0291968783884131,0.033637071258286,0.0131542716889038
"142",0.17109908334052,0.119984100307384,0.207619811127751,0.0742670743541535,0.118383252321498,0.0325588974309178,0.0101049968488085,0.0378323187945034,0.0390635583997319,0.10702560039773,0.0317936084605035,0.0350773427021907,0.0151867612822298
"143",0.173209693449705,0.135015466258748,0.19331206055504,0.0779258644394052,0.120267747923476,0.034856128100518,0.0105268546533128,0.0364256514178256,0.042462805521077,0.102042476657186,0.0267158370253539,0.0329249485975079,0.0143015719831979
"144",0.18784524606158,0.119423866843322,0.199289524749143,0.0748726792028171,0.106416180834822,0.0368713585403143,0.0138171025559366,0.0361885628170891,0.0393377899053502,0.115423025850992,0.0253741733746778,0.0285179291370732,0.0166108600538644
"145",0.144405797430894,0.114266209222009,0.225956329771845,0.0727816805839889,0.114535220295892,0.0301177501586176,0.00953259270527038,0.0591749824930511,0.0346325444250691,0.116536974227402,0.027449272924936,0.0353062148843176,0.0152918417437778
"146",0.160983168110816,0.112876850550495,0.208331971414345,0.0728414980961756,0.115245840393453,0.0327451638665223,0.00880858206145439,0.0592123027115492,0.0311973435027346,0.125058184178372,0.0273894024889006,0.0319879993352732,0.0133312821260351
"147",0.118039710796684,0.100780731164266,0.305962184351893,0.0640728815112951,0.0950413656304308,0.0291010134056305,0.0111937285660973,0.0484629363540906,0.0315740429942663,0.102898477353718,0.0292779267598781,0.0418401420235084,0.0217724226135445
"148",0.170975023470846,0.131766210989196,0.196792623931348,0.0754119485077586,0.120817459786055,0.0331352292666068,0.0103098359051294,0.0371148770835234,0.0410705025130214,0.10488024057829,0.0287097834653956,0.0348934957411866,0.0140992392656491
"149",0.158000437034863,0.105457996484425,0.229465753932441,0.0694022323163829,0.103861791553209,0.0432228925037694,0.0168158698062802,0.0394640911484791,0.0316712023668216,0.132063440448571,0.0246074097268018,0.0295228260325783,0.0164444958576395
"150",0.166657100576507,0.137372745365791,0.198867519587724,0.0764541544018625,0.119784419280711,0.0328650162894714,0.01079439197546,0.035851853455494,0.0436115339110805,0.0997892197676251,0.02771007237202,0.0356176343479548,0.0146396344236628
"151",0.150493531530798,0.117170675364072,0.217917714949773,0.0737693985037578,0.114576568799619,0.0322607760851289,0.00923444572537528,0.0565421254931508,0.034478317598262,0.118067549770026,0.0275622738731729,0.0334213801741839,0.0144972347615134
"152",0.175694710224925,0.128153983871228,0.19297514998632,0.0751296825818736,0.121380685767004,0.0333562024509903,0.00999985181588413,0.0381930411286208,0.0392206116463289,0.109123319229087,0.0290823513027768,0.0341522108266734,0.0135376600226426
"153",0.174302092873842,0.117633605820683,0.212355924751319,0.0718554266847067,0.105499110856746,0.04117197489029,0.0165643397225086,0.0370829939483787,0.0359197519832694,0.120002870575395,0.0242708622824897,0.0281560439976751,0.015198694190636
"154",0.232738855856837,0.117320932577047,0.168917333013007,0.0771792195920638,0.102147540094543,0.039753124927564,0.0142869892406477,0.0264469800206063,0.0457824189109236,0.113318538582756,0.0206837665415612,0.0261727833561011,0.0152559007434908
"155",0.1875686253112,0.119739263838516,0.199361485547055,0.0749859963148479,0.106344337596284,0.0368766421095212,0.0138303476498251,0.0361168214230096,0.0394747556544572,0.115221935211254,0.0253222705033187,0.028518095208978,0.0166388750213781
"156",0.172104902431493,0.130756197133731,0.196000659748538,0.0752973093029117,0.120965198204309,0.0331858506343389,0.0102261044257962,0.0373891129612401,0.0405795035619126,0.105984726122608,0.0288332407774107,0.0347218562456212,0.0139688385255693
"158",0.166389743902878,0.112933900600727,0.2206798371691,0.0731742730361759,0.107579215287055,0.0388878953607304,0.0133272055917665,0.0358371106759514,0.034896116272046,0.121248880560681,0.0299049205330623,0.0286711484506068,0.0164684883240734
"159",0.149227706499711,0.0994072247044122,0.266311773263116,0.0662691298582477,0.0987030388601899,0.0393591336550093,0.0146210962150619,0.0363856319261766,0.032685234382563,0.116494464858909,0.0275145669721974,0.031817668786728,0.0211988227396869
"160",0.155997296566904,0.106502667962876,0.230767695392335,0.0698080589275391,0.103566263226292,0.043268023872529,0.0169954542112542,0.0388866317493308,0.0324070298178634,0.130935988446054,0.0244505567758533,0.0297067079926498,0.0166907402800105
"161",0.169115434743358,0.133689613164154,0.19796898090417,0.0756993384830058,0.12049551171656,0.0330394377792716,0.0104749885116523,0.0366291410520033,0.0419784592797823,0.102966100852399,0.02841956952322,0.0351983291753507,0.0143229160531125
"162",0.162809039786104,0.105826399537897,0.223924706751191,0.0702342326561274,0.111339905246046,0.0320133130680937,0.00866879349359444,0.0546494431590695,0.0301697406131883,0.121628318433469,0.0297718359727184,0.0340508760467222,0.0149204788282362
"164",0.16982224424336,0.120675108622958,0.208891270255724,0.074196530887792,0.118264591681459,0.0325162409482209,0.0101768422547794,0.0375316856567494,0.0395226042606546,0.106048878780329,0.0317282253748491,0.0352646920332205,0.0153570133080983
"165",0.170003270981159,0.13266238075554,0.197532506972489,0.0755275006686389,0.120657843113446,0.0330819420821254,0.0103844552274413,0.0368740860409556,0.0415151611920133,0.103894026905635,0.0285912382140574,0.0350610651638027,0.014220458712121
"166",0.167511545345057,0.135789958404999,0.198747474426064,0.0760985574671508,0.120094952286964,0.0329329606731366,0.0106573214011841,0.03615786418374,0.0429367352179712,0.101037597397666,0.0280428804341793,0.0354658310489013,0.0145252039379777
"167",0.167286722586346,0.13605219505603,0.198927459656183,0.076133132196936,0.120015064351336,0.0329037120502059,0.0106812721804721,0.0361006548245401,0.0430645376296266,0.100751504098433,0.0279976306578826,0.0355232005300801,0.0145651580365446
"168",0.164921721858795,0.122631690196833,0.204742466008707,0.0737983633474634,0.115416421442963,0.0328597540676103,0.00950869335195194,0.050835025280025,0.0358370829352073,0.116865897369415,0.0277446858437223,0.0316792278025125,0.0131475877724068
"169",0.171442182103761,0.131245843201491,0.196579387289475,0.0753399040279026,0.120861459656423,0.0331445796468286,0.0102686586224521,0.0372454106870118,0.0408377411952371,0.105355305632334,0.0287814903948058,0.0348402660152348,0.014052670395689
"170",0.232877049485938,0.117202530849456,0.168892001919993,0.0771499824018965,0.102167650322735,0.0397597154987131,0.0142736610674553,0.0264549260619365,0.045725369627132,0.113355964545205,0.020703734168903,0.0261807876994455,0.015250577634352
"171",0.171843979121125,0.131011823169124,0.196129301472111,0.0753384916128748,0.120950741660546,0.0331884276995114,0.0102460083898069,0.0373252440230255,0.0406994892065409,0.105714662257362,0.0288055514993177,0.0347550934974592,0.0139914917240944
"172",0.233806119616212,0.116297511134064,0.168821448012739,0.0768864019961466,0.102321960390053,0.0397807981378622,0.0141831652509213,0.0265521180628971,0.0452526302536283,0.113682203127581,0.0208727102502703,0.0263045436830421,0.0152439817463382
"173",0.178443101494079,0.113156286215076,0.209890818327581,0.0707054337604359,0.106603622126369,0.0408617258795436,0.0165776380749702,0.0388984952071499,0.0337781344733818,0.123610183848722,0.0249375769605672,0.02791363676435,0.014647688134164
"174",0.174302520149779,0.117552728217008,0.212411510161171,0.0718246891831387,0.10549909351834,0.0411612016165178,0.0165588935122883,0.0371042519420206,0.035890363436095,0.120013648172497,0.0242881145224757,0.0281600416052285,0.0152001054871958
"175",0.233839164675759,0.116305723731548,0.16876401678309,0.0768999742826911,0.102344578665107,0.0397928689109306,0.0141804440366085,0.026544119836422,0.0452672597867741,0.113666227481505,0.0208701242481111,0.0262966412389906,0.0152359530486124
