"x","y","z","volume","id","AT1G19850","AT1G24260","AT1G30490","AT1G62360","AT1G69120","AT1G76420","AT1G80100","AT2G17950","AT2G27250","AT2G33860","AT2G34710","AT2G37630","AT2G45190","AT3G15170","AT3G54340","AT4G18960","AT4G21750","AT4G36920","AT4G37750","AT5G20240","AT5G53950","AT5G60690","AT5G61850"
"249",83.4085,58.7834,19.1737,93.2297,"249",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"250",81.0171,77.1825,20.0437,227.39,"250",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"251",89.2946,59.5898,17.5301,45.653,"251",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"252",102.733,55.3968,20.3378,302.031,"252",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"253",42.589,72.6722,20.074,212.603,"253",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"254",46.675,66.3353,19.9819,287.003,"254",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"255",73.7842,95.5861,18.9912,212.317,"255",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"256",95.7457,55.2979,18.838,200.684,"256",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"257",38.5528,49.407,18.5103,67.6817,"257",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"258",36.3357,89.9618,19.7609,180.654,"258",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"259",43.6291,81.6921,17.7932,103.007,"259",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"260",55.8761,39.5999,19.8398,304.271,"260",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"261",63.6204,48.254,20.9428,473.006,"261",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"262",27.6244,48.8862,14.7179,168.701,"262",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"263",55.849,57.9875,16.7832,267.966,"263",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"264",80.4078,53.5751,18.3685,49.3647,"264",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"265",68.3552,98.276,19.5934,204.833,"265",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"266",21.3415,44.7133,19.502,302.917,"266",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"267",83.4846,73.0129,19.0443,86.9002,"267",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"268",30.5002,47.435,23.3867,661.864,"268",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"270",61.8817,83.8187,19.4313,122.787,"270",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"271",12.5433,47.6638,23.7338,394.453,"271",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"272",25.0081,61.6703,19.3768,91.9962,"272",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"273",29.3776,59.2091,21.3074,236.379,"273",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"274",58.2902,94.4665,18.7076,53.8798,"274",1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"275",63.4015,39.3328,18.5692,49.7834,"275",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"276",97.3788,60.4565,21.0184,192.517,"276",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"277",27.5645,76.3815,20.2479,139.456,"277",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"278",27.0239,44.2741,18.8657,58.459,"278",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"279",36.8789,71.6896,21.09,180.586,"279",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
"281",86.5339,43.8168,16.7051,227.612,"281",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"282",83.6681,50.2237,19.8245,221.947,"282",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"283",86.4549,35.2358,19.4588,72.9852,"283",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"284",79.9144,38.4697,20.7344,356.424,"284",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"285",14.3976,54.7169,23.7604,503.654,"285",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"286",33.7353,69.0821,16.1375,169.878,"286",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"288",97.96,34.0421,20.8175,166.551,"288",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"289",47.3833,97.1395,23.1068,284.106,"289",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"290",96.7841,50.1855,22.6051,196.142,"290",1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"291",106.114,47.0592,21.5244,131.991,"291",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"293",86.3296,68.8775,19.3641,52.4087,"293",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"294",28.2307,64.9124,20.6081,74.2186,"294",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"295",40.4951,49.7325,21.6245,177.701,"295",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"296",65.0534,38.2721,20.8541,73.0795,"296",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"297",32.9205,77.4677,20.7009,68.8963,"297",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"298",77.2785,67.0429,21.3029,198.013,"298",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
"299",76.9884,50.2573,19.4126,67.7533,"299",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"300",87.2837,63.1995,20.8638,80.2463,"300",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"301",74.1373,60.792,20.4675,125.424,"301",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"303",36.2643,62.1792,21.7141,270.73,"303",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"304",63.6074,88.9181,23.1056,264.654,"304",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"305",65.7183,78.3069,22.3557,232.067,"305",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"306",82.8275,34.4872,21.208,71.0803,"306",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"307",89.468,61.8758,21.0465,63.2344,"307",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"308",92.0406,59.1348,22.2107,188.594,"308",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"309",39.0694,92.2254,22.4584,199.02,"309",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"310",49.9503,81.1354,17.7588,214.067,"310",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"311",59.6931,79.2428,20.3657,65.1205,"311",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"312",72.6747,88.6166,21.2559,132.172,"312",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"313",17.1007,62.4942,23.4047,286.852,"313",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"314",48.8612,38.1155,19.9805,45.321,"314",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"315",64.133,98.4551,23.148,304.362,"315",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"317",66.975,83.342,22.2608,177.082,"317",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"319",82.0497,69.6804,22.1119,90.5553,"319",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"320",102.107,30.3065,22.3248,211.691,"320",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"321",34.569,75.3213,22.8982,155.747,"321",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"322",58.2884,99.2706,23.2845,228.819,"322",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"323",80.5775,85.8916,21.8334,90.3629,"323",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"324",79.4506,89.9488,21.904,122.591,"324",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"325",32.5522,85.266,21.7026,99.5365,"325",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"326",36.5622,80.3086,19.0073,208.613,"326",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"327",52.5995,93.8953,22.3666,151.428,"327",1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"328",84.6858,67.8192,20.8658,31.4437,"328",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"329",28.9443,70.819,21.49,104.21,"329",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
"330",43.0279,77.2268,23.6009,234.032,"330",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"331",78.8474,57.0666,21.8339,83.7958,"331",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"332",41.7351,67.132,23.0823,250.584,"332",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
"333",47.7326,48.7624,24.6755,636.558,"333",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"334",47.9201,44.5882,17.8232,394.672,"334",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"335",49.2285,89.2017,23.2297,385.491,"335",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"336",50.6773,71.7899,22.6372,233.425,"336",1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"337",76.6082,51.9,21.6013,111.366,"337",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"338",84.3741,65.4471,21.8528,65.8447,"338",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"339",99.0751,43.9227,22.7948,326.021,"339",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"340",25.7577,44.0464,22.6882,232.116,"340",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"341",31.9042,67.8548,22.4224,121.799,"341",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
"342",55.8492,41.8599,23.1838,305.671,"342",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"343",46.7029,76.7179,17.0846,181.79,"343",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"344",60.1392,47.0814,21.5488,47.1769,"344",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"345",58.549,92.3536,23.4629,341.66,"345",1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"347",90.1222,40.7388,22.0484,200.159,"347",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"348",19.6161,49.79,23.1678,196.485,"348",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"349",42.6706,82.379,22.552,207.813,"349",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"350",30.2806,38.3051,22.5064,96.4397,"350",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"352",75.62,92.4534,23.6708,185.124,"352",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"353",80.7142,72.8325,23.0061,74.1696,"353",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"354",47.2649,43.5429,23.1395,167.988,"354",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"356",93.7864,54.9115,24.3842,209.073,"356",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"357",36.4252,39.4027,22.8945,318.3,"357",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"358",36.4979,53.6901,21.6973,138.905,"358",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"359",95.2454,30.0614,22.7334,107.778,"359",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
"360",49.1299,80.7775,23.9462,291.205,"360",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"361",72.8428,71.8923,23.4321,94.2708,"361",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"362",56.5619,83.2579,23.001,300.103,"362",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"363",69.2374,74.1626,23.5478,151.293,"363",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"364",88.77,54.4857,19.2892,118.714,"364",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"365",65.7587,34.2398,23.0291,151.764,"365",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"366",62.9069,70.0929,23.7671,155.072,"366",1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"367",77.7045,62.6909,24.9732,207.349,"367",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"368",11.7757,39.5436,28.141,822.168,"368",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"369",49.2823,38.8176,22.8364,103.192,"369",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"370",47.7305,71.1462,25.8638,121.826,"370",1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"371",58.595,32.4324,24.0135,158.294,"371",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"372",80.7307,49.3992,24.3657,84.6408,"372",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"373",81.6396,57.4142,24.0624,156.283,"373",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"374",18.1477,45.7394,26.316,370.818,"374",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"375",48.001,34.4305,23.1797,73.336,"375",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"376",54.9398,52.6707,22.4302,470.958,"376",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"377",74.1213,81.2896,24.1988,178.104,"377",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"378",20.1125,68.7252,24.1997,132.764,"378",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"379",40.1701,44.4159,23.0854,78.9488,"379",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"380",60.987,81.5852,23.3303,63.291,"380",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"381",74.3699,68.9266,24.4534,109.612,"381",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
"382",77.8235,77.718,23.4348,86.8248,"382",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"383",80.5738,82.2639,20.9302,174.608,"383",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"384",88.8164,48.5778,21.7716,100.381,"384",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"385",29.3108,77.5402,23.8182,95.855,"385",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"386",43.4058,57.7401,22.6373,378.109,"386",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"387",52.5267,99.247,24.0955,147.011,"387",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"388",83.5111,32.9801,23.9742,58.5194,"388",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"389",105.877,43.0102,24.7445,186.331,"389",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"390",51.4734,77.3831,25.6218,132.851,"390",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"391",56.0234,59.8297,26.4915,437.481,"391",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"392",58.8061,76.9723,23.7584,188.481,"392",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"394",69.3733,95.3501,25.3109,180.839,"394",1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"395",87.7911,58.4907,23.8557,44.5025,"395",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"396",89.0786,53.8102,24.7113,96.2096,"396",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"397",99.8771,55.8609,24.9721,185.871,"397",1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"399",71.5091,36.7864,20.6319,244.454,"399",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"400",85.462,60.5681,24.8333,85.5347,"400",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"401",104.503,36.8288,22.0715,206.591,"401",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"402",25.5049,73.4459,24.2642,72.0836,"402",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"403",36.3426,86.6703,24.8149,189.549,"403",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"404",61.5197,56.6506,19.1341,379.346,"404",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"405",72.8604,39.4796,23.9196,96.4472,"405",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"406",77.3572,73.9708,24.8512,74.0112,"406",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"407",82.4373,65.5147,25.4715,71.7819,"407",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
"408",82.1291,44.9929,25.5493,154.333,"408",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"409",20.8361,57.8302,25.9382,251.501,"409",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"411",81.5731,27.8446,26.2928,164.974,"411",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"412",27.6509,69.397,24.4835,82.6189,"412",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
"413",65.2663,74.3138,25.7987,157.95,"413",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"414",72.8693,86.8578,26.1408,214.38,"414",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"415",76.0649,36.3729,23.835,39.2179,"415",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"416",25.2611,54.4355,25.1954,178.787,"416",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"419",85.3985,37.0971,29.1465,267.83,"419",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"420",42.3967,92.864,25.6213,148.524,"420",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"421",61.4181,57.1481,25.4418,111.456,"421",1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"422",33.6593,34.4405,24.2546,52.7746,"422",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"423",39.8598,33.5638,24.0225,20.237,"423",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"425",71.2306,28.919,24.858,58.327,"425",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"426",83.1664,62.4502,25.8776,84.6332,"426",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
"427",86.1887,55.7258,25.4282,77.5757,"427",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"428",89.4336,41.4401,26.0511,226.956,"428",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"429",104.397,50.7902,25.7967,202.517,"429",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"430",32.5159,71.3961,25.6856,70.1524,"430",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
"431",46.9914,66.4451,24.9889,113.474,"431",1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
"432",53.2304,34.4156,24.5536,161.832,"432",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"434",63.7323,45.1295,27.5533,447.179,"434",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"435",24.3621,38.5581,24.7943,218.714,"435",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"436",33.1442,80.3724,25.5475,160.112,"436",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"437",34.1248,68.6035,27.0454,93.4937,"437",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
"438",56.57,45.5687,25.9041,180.122,"438",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"439",69.8446,66.7885,26.9786,197.938,"439",1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
"440",96.4591,44.6185,26.7271,195.037,"440",1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"441",40.1093,46.254,26.0666,175.52,"441",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"442",32.0219,55.3695,22.1632,319.028,"442",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"444",37.6751,81.3801,26.4804,117.755,"444",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"445",40.709,73.5077,26.857,139.283,"445",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"446",41.2454,86.5043,27.2356,226.13,"446",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"447",70.4609,91.2604,26.6093,137.713,"447",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"448",75.8929,27.5122,26.2442,124.266,"448",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"449",89.8999,26.245,24.8186,48.0444,"449",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"450",83.3252,40.5722,25.3667,55.7884,"450",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"451",92.5821,28.0505,28.8091,419.073,"451",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"453",65.0132,36.6438,25.3165,71.5254,"453",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"454",89.6291,50.41,27.0801,98.2805,"454",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"455",20.5216,32.59,27.3728,271.606,"455",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
"456",28.1651,34.941,29.2562,659.944,"456",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"457",37.1818,72.0413,26.8038,129.509,"457",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"458",78.8154,38.0439,26.9372,239.562,"458",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
"459",22.8627,69.3763,27.3783,152.515,"459",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
"461",96.3896,23.6278,26.2922,79.2505,"461",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"462",31.7067,64.1847,26.9687,139.445,"462",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
